;;HISAP;PRIMER;VIBGRATE;FEEDER
993;12.04;11;5;4;30
994;12.04;11;5;4;30
995;12.04;11;5;4;30
996;12.04;11;5;4;30
997;12.04;11;5;4;30
998;12.04;11;5;4;30
999;12.04;11;5;4;30
1000;12.04;11;5;4;30
1001;12.04;11;5;4;30
1002;12.04;11;5;4;30
1003;12.04;11;5;4;30
1004;12.04;11;5;4;30
1005;12.04;11;5;4;30
1006;12.04;11;5;4;30
1007;12.04;11;5;4;30
1008;12.04;11;5;4;30
1009;12.04;11;5;4;30
1010;12.04;11;5;4;30
1011;12.04;11;5;4;30
1012;12.04;11;5;4;30
1013;12.04;11;5;4;30
1014;12.04;11;5;4;30
1015;12.05;11;5;4;30
1016;12.05;11;5;4;30
1017;12.05;11;5;4;30
1018;12.05;11;5;4;30
1019;12.05;11;5;4;30
1020;12.05;11;5;4;30
1021;12.05;11;5;4;30
1022;12.05;11;5;4;30
1023;12.05;11;5;4;30
1024;12.05;11;5;4;30
1025;12.05;11;5;4;30
1026;12.05;11;5;4;30
1027;12.05;11;5;4;30
1028;12.05;11;5;4;30
1029;12.05;11;5;4;30
1030;12.05;11;5;4;30
1031;12.05;11;5;4;30
1032;12.05;11;5;4;30
1033;12.05;11;5;4;30
1034;12.05;11;5;4;30
1035;12.05;11;5;4;30
1036;12.05;11;5;4;30
1037;12.05;11;5;4;30
1038;12.05;11;5;4;30
1039;12.05;11;5;4;30
1040;12.05;11;5;4;30
1041;12.05;11;5;4;30
1042;12.06;11;5;4;30
1043;12.06;11;5;4;30
1044;12.06;11;5;4;30
1045;12.06;11;5;4;30
1046;12.06;11;5;4;30
1047;12.06;11;5;4;30
1048;12.06;11;5;4;30
1049;12.06;11;5;4;30
1050;12.06;11;5;4;30
1051;12.06;11;5;4;30
1052;12.06;11;5;4;30
1053;12.06;11;5;4;30
1054;12.06;11;5;4;30
1055;12.06;11;5;4;30
1056;12.06;11;5;4;30
1057;12.06;11;5;4;30
1058;12.06;11;5;4;30
1059;12.06;11;5;4;30
1060;12.06;11;5;4;30
1061;12.06;11;5;4;30
1062;12.06;11;5;4;30
1063;12.06;11;5;4;30
1064;12.06;11;5;4;30
1065;12.06;11;5;4;30
1066;12.06;11;5;4;30
1067;12.06;11;5;4;30
1068;12.06;11;5;4;30
1069;12.06;11;5;4;30
1070;12.06;11;5;4;30
1071;12.06;11;5;4;30
1072;12.06;11;5;4;30
1073;12.07;11;5;4;30
1074;12.07;11;5;4;30
1075;12.07;11;5;4;30
1076;12.07;11;5;4;30
1077;12.07;11;5;4;30
1078;12.07;11;5;4;30
1079;12.07;11;5;4;30
1080;12.07;11;5;4;30
1081;12.07;11;5;4;30
1082;12.07;11;5;4;30
1083;12.07;11;5;4;30
1084;12.07;11;5;4;30
1085;12.07;11;5;4;30
1086;12.07;11;5;4;30
1087;12.07;11;5;4;30
1088;12.07;11;5;4;30
1089;12.07;11;5;4;30
1090;12.07;11;5;4;30
1091;12.07;11;5;4;30
1092;12.07;11;5;4;30
1093;12.07;11;5;4;30
1094;12.07;11;5;4;30
1095;12.07;11;5;4;30
1096;12.07;11;5;4;30
1097;12.07;11;5;4;30
1098;12.07;11;5;4;30
1099;12.07;11;5;4;30
1100;12.07;11;5;4;30
1101;12.07;11;5;4;30
1102;12.08;8;5;7;25
1103;12.08;8;5;7;25
1104;12.08;8;5;7;25
1105;12.08;8;5;7;25
1106;12.08;8;5;7;25
1107;12.08;8;5;7;25
1108;12.08;8;5;7;25
1109;12.08;8;5;7;25
1110;12.08;8;5;7;25
1111;12.08;8;5;7;25
1112;12.08;8;5;7;25
1113;12.08;8;5;7;25
1114;12.08;8;5;7;25
1115;12.08;8;5;7;25
1116;12.08;8;5;7;25
1117;12.08;8;5;7;25
1118;12.08;8;5;7;25
1119;12.08;8;5;7;25
1120;12.08;8;5;7;25
1121;12.08;8;5;7;25
1122;12.08;8;5;7;25
1123;12.08;8;5;7;25
1124;12.08;8;5;7;25
1125;12.08;8;5;7;25
1126;12.08;8;5;7;25
1127;12.08;8;5;7;25
1128;12.08;8;5;7;25
1129;12.08;8;5;7;25
1130;12.08;8;5;7;25
1131;12.08;8;5;7;25
1132;12.08;8;5;7;25
1133;12.08;8;5;7;25
1134;12.08;8;5;7;25
1135;12.09;8;5;7;25
1136;12.09;8;5;7;25
1137;12.09;8;5;7;25
1138;12.09;8;5;7;25
1139;12.09;8;5;7;25
1140;12.09;8;5;7;25
1141;12.09;8;5;7;25
1142;12.09;8;5;7;25
1143;12.09;8;5;7;25
1144;12.09;8;5;7;25
1145;12.09;8;5;7;25
1146;12.09;8;5;7;25
1147;12.09;8;5;7;25
1148;12.09;8;5;7;25
1149;12.09;8;5;7;25
1150;12.09;8;5;7;25
1151;12.09;8;5;7;25
1152;12.09;8;5;7;25
1153;12.09;8;5;7;25
1154;12.09;8;5;7;25
1155;12.09;8;5;7;25
1156;12.09;8;5;7;25
1157;12.09;8;5;7;25
1158;12.09;8;5;7;25
1159;12.09;8;5;7;25
1160;12.09;8;5;7;25
1161;12.09;8;5;7;25
1162;12.09;8;5;7;25
1163;12.09;8;5;7;25
1164;12.09;8;5;7;25
1165;12.09;8;5;7;25
1166;12.09;8;5;7;25
1167;12.10;8;6;7;29
1168;12.10;8;6;7;29
1169;12.10;8;6;7;29
1170;12.10;8;6;7;29
1171;12.10;8;6;7;29
1172;12.10;8;6;7;29
1173;12.10;8;6;7;29
1174;12.10;8;6;7;29
1175;12.10;8;6;7;29
1176;12.10;8;6;7;29
1177;12.10;8;6;7;29
1178;12.10;8;6;7;29
1179;12.10;8;6;7;29
1180;12.10;8;6;7;29
1181;12.10;8;6;7;29
1182;12.10;8;6;7;29
1183;12.10;8;6;7;29
1184;12.10;8;6;7;29
1185;12.10;8;6;7;29
1186;12.10;8;6;7;29
1187;12.10;8;6;7;29
1188;12.10;8;6;7;29
1189;12.10;8;6;7;29
1190;12.10;8;6;7;29
1191;12.10;8;6;7;29
1192;12.10;8;6;7;29
1193;12.10;8;6;7;29
1194;12.10;8;6;7;29
1195;12.10;8;6;7;29
1196;12.10;8;6;7;29
1197;12.10;8;6;7;29
1198;12.11;8;6;7;29
1199;12.11;8;6;7;29
1200;12.11;8;6;7;29
1201;12.11;8;6;7;29
1202;12.11;8;6;7;29
1203;12.11;8;6;7;29
1204;12.11;8;6;7;29
1205;12.11;8;6;7;29
1206;12.11;8;6;7;29
1207;12.11;8;6;7;29
1208;12.11;8;6;7;29
1209;12.11;8;6;7;29
1210;12.11;8;6;7;29
1211;12.11;8;6;7;29
1212;12.11;8;6;7;29
1213;12.11;8;6;7;29
1214;12.11;8;6;7;29
1215;12.11;8;6;7;29
1216;12.11;8;6;7;29
1217;12.11;8;6;7;29
1218;12.11;8;6;7;29
1219;12.11;8;6;7;29
1220;12.11;8;6;7;29
1221;12.11;8;6;7;29
1222;12.11;8;6;7;29
1223;12.11;8;6;7;29
1224;12.11;8;6;7;29
1225;12.11;8;6;7;29
1226;12.11;8;6;7;29
1227;12.11;8;6;7;29
1228;12.12;8;6;7;29
1229;12.12;8;6;7;29
1230;12.12;8;6;7;29
1231;12.12;8;6;7;29
1232;12.12;8;6;7;29
1233;12.12;8;6;7;29
1234;12.12;8;6;7;29
1235;12.12;8;6;7;29
1236;12.12;8;6;7;29
1237;12.12;8;6;7;29
1238;12.12;8;6;7;29
1239;12.12;8;6;7;29
1240;12.12;8;6;7;29
1241;12.12;8;6;7;29
1242;12.12;8;6;7;29
1243;12.12;8;6;7;29
1244;12.12;8;6;7;29
1245;12.12;8;6;7;29
1246;12.12;8;6;7;29
1247;12.12;8;6;7;29
1248;12.12;8;6;7;29
1249;12.12;8;6;7;29
1250;12.12;8;6;7;29
1251;12.12;8;6;7;29
1252;12.12;8;6;7;29
1253;12.12;8;6;7;29
1254;12.12;8;6;7;29
1255;12.12;8;6;7;29
1256;12.12;8;6;7;29
1257;12.12;8;6;7;29
1258;12.13;8;6;7;29
1259;12.13;8;6;7;29
1260;12.13;8;6;7;29
1261;12.13;8;6;7;29
1262;12.13;8;6;7;29
1263;12.13;8;6;7;29
1264;12.13;8;6;7;29
1265;12.13;8;6;7;29
1266;12.13;8;6;7;29
1267;12.13;8;6;7;29
1268;12.13;8;6;7;29
1269;12.13;8;6;7;29
1270;12.13;8;6;7;29
1271;12.13;8;6;7;29
1272;12.13;8;6;7;29
1273;12.13;8;6;7;29
1274;12.13;8;6;7;29
1275;12.13;8;6;7;29
1276;12.13;8;6;7;29
1277;12.13;8;6;7;29
1278;12.13;8;6;7;29
1279;12.13;8;6;7;29
1280;12.13;8;6;7;29
1281;12.13;8;6;7;29
1282;12.13;8;6;7;29
1283;12.13;8;6;7;29
1284;12.13;8;6;7;29
1285;12.13;8;6;7;29
1286;12.13;8;6;7;29
1287;12.13;8;6;7;29
1288;12.13;8;6;7;29
1289;12.13;8;6;7;29
1290;12.14;8;6;7;29
1291;12.14;8;6;7;29
1292;12.14;8;6;7;29
1293;12.14;8;6;7;29
1294;12.14;8;6;7;29
1295;12.14;8;6;7;29
1296;12.14;8;6;7;29
1297;12.14;8;6;7;29
1298;12.14;8;6;7;29
1299;12.14;8;6;7;29
1300;12.14;8;6;7;29
1301;12.14;8;6;7;29
1302;12.14;8;6;7;29
1303;12.14;8;6;7;29
1304;12.14;8;6;7;29
1305;12.14;8;6;7;29
1306;12.14;8;6;7;29
1307;12.14;8;6;7;29
1308;12.14;8;6;7;29
1309;12.14;8;6;7;29
1310;12.14;8;6;7;29
1311;12.14;8;6;7;29
1312;12.14;8;6;7;29
1313;12.14;8;6;7;29
1314;12.14;8;6;7;29
1315;12.14;8;6;7;29
1316;12.14;8;6;7;29
1317;12.14;8;6;7;29
1318;12.14;8;6;7;29
1319;12.14;8;6;7;29
1320;12.15;8;6;7;29
1321;12.15;8;6;7;29
1322;12.15;8;6;7;29
1323;12.15;8;6;7;29
1324;12.15;8;6;7;29
1325;12.15;8;6;7;29
1326;12.15;8;6;7;29
1327;12.15;8;6;7;29
1328;12.15;8;6;7;29
1329;12.15;8;6;7;29
1330;12.15;8;6;7;29
1331;12.15;8;6;7;29
1332;12.15;8;6;7;29
1333;12.15;8;6;7;29
1334;12.15;8;6;7;29
1335;12.15;8;6;7;29
1336;12.15;8;6;7;29
1337;12.15;8;6;7;29
1338;12.15;8;6;7;29
1339;12.15;8;6;7;29
1340;12.15;8;6;7;29
1341;12.15;8;6;7;29
1342;12.15;8;6;7;29
1343;12.15;8;6;7;29
1344;12.15;8;6;7;29
1345;12.15;8;6;7;29
1346;12.15;8;6;7;29
1347;12.15;8;6;7;29
1348;12.15;8;6;7;29
1349;12.15;8;6;7;29
1350;12.16;8;6;7;31
1351;12.16;8;6;7;31
1352;12.16;8;6;7;31
1353;12.16;8;6;7;31
1354;12.16;8;6;7;31
1355;12.16;8;6;7;31
1356;12.16;8;6;7;31
1357;12.16;8;6;7;31
1358;12.16;8;6;7;31
1359;12.16;8;6;7;31
1360;12.16;8;6;7;31
1361;12.16;8;6;7;31
1362;12.16;8;6;7;31
1363;12.16;8;6;7;31
1364;12.16;8;6;7;31
1365;12.16;8;6;7;31
1366;12.16;8;6;7;31
1367;12.16;8;6;7;31
1368;12.16;8;6;7;31
1369;12.16;8;6;7;31
1370;12.16;8;6;7;31
1371;12.16;8;6;7;31
1372;12.16;8;6;7;31
1373;12.16;8;6;7;31
1374;12.16;8;6;7;31
1375;12.16;8;6;7;31
1376;12.16;8;6;7;31
1377;12.16;8;6;7;31
1378;12.16;8;6;7;31
1379;12.16;8;6;7;31
1380;12.16;8;6;7;31
1381;12.17;8;6;7;31
1382;12.17;8;6;7;31
1383;12.17;8;6;7;31
1384;12.17;8;6;7;31
1385;12.17;8;6;7;31
1386;12.17;8;6;7;31
1387;12.17;8;6;7;31
1388;12.17;8;6;7;31
1389;12.17;8;6;7;31
1390;12.17;8;6;7;31
1391;12.17;8;6;7;31
1392;12.17;8;6;7;31
1393;12.17;8;6;7;31
1394;12.17;8;6;7;31
1395;12.17;8;6;7;31
1396;12.17;8;6;7;31
1397;12.17;8;6;7;31
1398;12.17;8;6;7;31
1399;12.17;8;6;7;31
1400;12.17;8;6;7;31
1401;12.17;8;6;7;31
1402;12.17;8;6;7;31
1403;12.17;8;6;7;31
1404;12.17;8;6;7;31
1405;12.17;8;6;7;31
1406;12.17;8;6;7;31
1407;12.17;8;6;7;31
1408;12.17;8;6;7;31
1409;12.18;8;6;7;31
1410;12.18;8;6;7;31
1411;12.18;8;6;7;31
1412;12.18;8;6;7;31
1413;12.18;8;6;7;31
1414;12.18;8;6;7;31
1415;12.18;8;6;7;31
1416;12.18;8;6;7;31
1417;12.18;8;6;7;31
1418;12.18;8;6;7;31
1419;12.18;8;6;7;31
1420;12.18;8;6;7;31
1421;12.18;8;6;7;31
1422;12.18;8;6;7;31
1423;12.18;8;6;7;31
1424;12.18;8;6;7;31
1425;12.18;8;6;7;31
1426;12.18;8;6;7;31
1427;12.18;8;6;7;31
1428;12.18;8;6;7;31
1429;12.18;8;6;7;31
1430;12.18;8;6;7;31
1431;12.18;8;6;7;31
1432;12.18;8;6;7;31
1433;12.18;8;6;7;31
1434;12.18;8;6;7;31
1435;12.18;8;6;7;31
1436;12.18;8;6;7;31
1437;12.18;8;6;7;31
1438;12.18;8;6;7;31
1439;12.18;8;6;7;31
1440;12.19;8;6;7;31
1441;12.19;8;6;7;31
1442;12.19;8;6;7;31
1443;12.19;8;6;7;31
1444;12.19;8;6;7;31
1445;12.19;8;6;7;31
1446;12.19;8;6;7;31
1447;12.19;8;6;7;31
1448;12.19;8;6;7;31
1449;12.19;8;6;7;31
1450;12.19;8;6;7;31
1451;12.19;8;6;7;31
1452;12.19;8;6;7;31
1453;12.19;8;6;7;31
1454;12.19;8;6;7;31
1455;12.19;8;6;7;31
1456;12.19;8;6;7;31
1457;12.19;8;6;7;31
1458;12.19;8;6;7;31
1459;12.19;8;6;7;31
1460;12.19;8;6;7;31
1461;12.19;8;6;7;31
1462;12.19;8;6;7;31
1463;12.19;8;6;7;31
1464;12.19;8;6;7;31
1465;12.19;8;6;7;31
1466;12.19;8;6;7;31
1467;12.19;8;6;7;31
1468;12.19;8;6;7;31
1469;12.19;8;6;7;31
1470;12.20;8;6;7;31
1471;12.20;8;6;7;31
1472;12.20;8;6;7;31
1473;12.20;8;6;7;31
1474;12.20;8;6;7;31
1475;12.20;8;6;7;31
1476;12.20;8;6;7;31
1477;12.20;8;6;7;31
1478;12.20;8;6;7;31
1479;12.20;8;6;7;31
1480;12.20;8;6;7;31
1481;12.20;8;6;7;31
1482;12.20;8;6;7;31
1483;12.20;8;6;7;31
1484;12.20;8;6;7;31
1485;12.20;8;6;7;31
1486;12.20;8;6;7;31
1487;12.20;8;6;7;31
1488;12.20;8;6;7;31
1489;12.20;8;6;7;31
1490;12.20;8;6;7;31
1491;12.20;8;6;7;31
1492;12.20;8;6;7;31
1493;12.20;8;6;7;31
1494;12.20;8;6;7;31
1495;12.20;8;6;7;31
1496;12.20;8;6;7;31
1497;12.20;8;6;7;31
1498;12.20;8;6;7;31
1499;12.20;8;6;7;31
1500;12.20;8;6;7;31
1501;12.21;8;6;7;31
1502;12.21;8;6;7;31
1503;12.21;8;6;7;31
1504;12.21;8;6;7;31
1505;12.21;8;6;7;31
1506;12.21;8;6;7;31
1507;12.21;8;6;7;31
1508;12.21;8;6;7;31
1509;12.21;8;6;7;31
1510;12.21;8;6;7;31
1511;12.21;8;6;7;31
1512;12.21;8;6;7;31
1513;12.21;8;6;7;31
1514;12.21;8;6;7;31
1515;12.21;8;6;7;31
1516;12.21;8;6;7;31
1517;12.21;8;6;7;31
1518;12.21;8;6;7;31
1519;12.21;8;6;7;31
1520;12.21;8;6;7;31
1521;12.21;8;6;7;31
1522;12.21;8;6;7;31
1523;12.21;8;6;7;31
1524;12.21;8;6;7;31
1525;12.21;8;6;7;31
1526;12.21;8;6;7;31
1527;12.21;8;6;7;31
1528;12.21;8;6;7;31
1529;12.21;8;6;7;31
1530;12.21;8;6;7;31
1531;12.22;8;6;7;32
1532;12.22;8;6;7;32
1533;12.22;8;6;7;32
1534;12.22;8;6;7;32
1535;12.22;8;6;7;32
1536;12.22;8;6;7;32
1537;12.22;8;6;7;32
1538;12.22;8;6;7;32
1539;12.22;8;6;7;32
1540;12.22;8;6;7;32
1541;12.22;8;6;7;32
1542;12.22;8;6;7;32
1543;12.22;8;6;7;32
1544;12.22;8;6;7;32
1545;12.22;8;6;7;32
1546;12.22;8;6;7;32
1547;12.22;8;6;7;32
1548;12.22;8;6;7;32
1549;12.22;8;6;7;32
1550;12.22;8;6;7;32
1551;12.22;8;6;7;32
1552;12.22;8;6;7;32
1553;12.22;8;6;7;32
1554;12.22;8;6;7;32
1555;12.22;8;6;7;32
1556;12.22;8;6;7;32
1557;12.22;8;6;7;32
1558;12.22;8;6;7;32
1559;12.22;8;6;7;32
