;;DRYING;PIRO;RED;COMB
938;12.02;-2;0;-1;0
939;12.02;-2;-1;-1;0
940;12.02;-1;0;-1;1
941;12.02;-2;0;-1;0
942;12.02;-2;0;0;0
943;12.02;-1;-1;-1;1
944;12.02;-2;0;-1;0
945;12.02;-1;0;0;0
946;12.02;-1;0;-1;0
947;12.02;-1;-1;0;1
948;12.02;-1;0;0;1
949;12.02;-3;0;-1;1
950;12.02;-2;-1;-1;1
951;12.02;-1;0;0;1
952;12.02;-1;0;0;2
953;12.02;-4;-1;-2;0
954;12.02;-2;0;0;1
955;12.02;-1;-1;0;0
956;12.02;-1;0;-1;2
957;12.03;-2;0;-1;1
958;12.03;-1;-1;0;1
959;12.03;-3;0;-1;1
960;12.03;-1;-1;-1;0
961;12.03;-1;0;0;1
962;12.03;-2;0;-1;1
963;12.03;-1;0;-1;0
964;12.03;-1;-1;0;1
965;12.03;-1;0;-1;0
966;12.03;-4;-1;-2;0
967;12.03;-1;0;-1;1
968;12.03;-1;0;0;0
969;12.03;-1;-1;-1;1
970;12.03;-1;0;-1;0
971;12.03;-1;0;0;1
972;12.03;0;0;-1;0
973;12.03;-1;-1;0;1
974;12.03;-1;0;-1;0
975;12.03;-1;0;-1;1
976;12.03;0;0;0;0
977;12.03;0;0;0;1
978;12.03;-1;0;-1;1
979;12.03;-1;0;0;0
980;12.03;-1;0;-1;1
981;12.03;0;-1;0;1
982;12.03;-1;0;-1;0
983;12.03;-1;0;0;1
984;12.03;-2;0;-1;2
985;12.04;-1;0;-1;1
986;12.04;-1;-1;0;2
987;12.04;0;0;-1;2
988;12.04;-1;0;0;1
989;12.04;-1;0;0;1
990;12.04;0;0;0;1
991;12.04;-1;0;0;1
992;12.04;-1;0;0;1
993;12.04;0;0;0;1
994;12.04;-2;-1;1;1
995;12.04;-1;0;0;1
996;12.04;0;0;0;0
997;12.04;-1;0;0;1
998;12.04;0;0;0;1
999;12.04;-1;0;0;1
1000;12.04;-1;0;0;0
1001;12.04;0;0;1;1
1002;12.04;-2;0;0;0
1003;12.04;-1;-1;1;1
1004;12.04;-1;0;0;0
1005;12.04;-1;0;0;1
1006;12.04;0;0;1;1
1007;12.04;-1;0;0;0
1008;12.04;0;0;1;1
1009;12.04;-1;0;1;1
1010;12.04;-1;0;0;1
1011;12.04;0;0;2;0
1012;12.04;-1;0;1;0
1013;12.04;-1;0;1;1
1014;12.04;0;0;1;0
1015;12.05;-1;0;1;1
1016;12.05;0;0;1;1
1017;12.05;-1;0;2;0
1018;12.05;-1;0;1;1
1019;12.05;-1;0;1;0
1020;12.05;0;0;1;0
1021;12.05;0;0;1;1
1022;12.05;-1;0;1;0
1023;12.05;-1;1;0;1
1024;12.05;-1;0;2;1
1025;12.05;0;0;2;1
1026;12.05;-1;0;0;0
1027;12.05;0;0;1;1
1028;12.05;0;0;0;0
1029;12.05;0;0;1;1
1030;12.05;0;0;0;0
1031;12.05;-1;0;3;1
1032;12.05;0;0;0;0
1033;12.05;0;0;2;1
1034;12.05;0;0;1;1
1035;12.05;0;0;1;0
1036;12.05;0;0;1;0
1037;12.05;-1;0;1;1
1038;12.05;0;0;1;0
1039;12.05;0;0;0;1
1040;12.05;0;0;1;0
1041;12.05;-1;0;0;0
1042;12.06;0;0;1;0
1043;12.06;0;0;1;0
1044;12.06;0;0;0;1
1045;12.06;-1;0;1;-1
1046;12.06;0;0;0;0
1047;12.06;0;0;0;-1
1048;12.06;-1;0;1;0
1049;12.06;0;0;0;-2
1050;12.06;0;0;1;-1
1051;12.06;0;0;0;-1
1052;12.06;0;0;1;-1
1053;12.06;0;0;0;0
1054;12.06;-1;0;1;0
1055;12.06;0;0;0;0
1056;12.06;0;0;1;1
1057;12.06;0;0;0;0
1058;12.06;0;0;0;0
1059;12.06;-1;0;1;0
1060;12.06;0;0;0;1
1061;12.06;0;0;0;1
1062;12.06;0;0;1;1
1063;12.06;0;0;0;2
1064;12.06;-1;1;2;1
1065;12.06;0;0;0;1
1066;12.06;0;0;1;0
1067;12.06;0;0;0;2
1068;12.06;0;0;1;1
1069;12.06;0;0;0;3
1070;12.06;0;0;0;2
1071;12.06;0;0;1;3
1072;12.06;-1;0;1;1
1073;12.07;0;0;0;1
1074;12.07;0;1;1;0
1075;12.07;-1;0;0;2
1076;12.07;0;0;0;1
1077;12.07;0;0;1;2
1078;12.07;-1;0;0;1
1079;12.07;0;1;1;3
1080;12.07;0;0;1;1
1081;12.07;0;0;0;1
1082;12.07;-1;1;1;2
1083;12.07;0;0;0;1
1084;12.07;0;0;0;1
1085;12.07;0;0;1;2
1086;12.07;-1;0;0;0
1087;12.07;0;1;1;2
1088;12.07;0;1;1;1
1089;12.07;-1;0;0;1
1090;12.07;0;1;1;1
1091;12.07;0;0;1;1
1092;12.07;-1;1;1;1
1093;12.07;0;0;0;0
1094;12.07;0;1;2;2
1095;12.07;-1;1;1;1
1096;12.07;0;0;1;1
1097;12.07;0;1;0;0
1098;12.07;0;0;1;2
1099;12.07;0;0;1;0
1100;12.07;0;1;1;1
1101;12.07;-1;1;1;0
1102;12.08;0;0;2;1
1103;12.08;0;1;1;1
1104;12.08;0;0;0;0
1105;12.08;0;1;1;3
1106;12.08;-1;0;1;1
1107;12.08;0;0;1;0
1108;12.08;0;1;1;1
1109;12.08;0;0;0;0
1110;12.08;0;1;3;1
1111;12.08;0;0;1;1
1112;12.08;0;0;1;1
1113;12.08;0;1;0;0
1114;12.08;0;1;2;0
1115;12.08;-1;0;2;1
1116;12.08;0;1;1;1
1117;12.08;0;1;1;0
1118;12.08;0;1;1;0
1119;12.08;0;1;1;1
1120;12.08;0;2;2;1
1121;12.08;0;0;1;0
1122;12.08;0;1;0;1
1123;12.08;0;1;1;0
1124;12.08;0;1;1;1
1125;12.08;1;2;1;0
1126;12.08;0;0;0;1
1127;12.08;0;1;0;1
1128;12.08;1;0;0;0
1129;12.08;0;1;1;0
1130;12.08;1;2;0;0
1131;12.08;0;0;1;1
1132;12.08;0;1;0;0
1133;12.08;1;1;1;0
1134;12.08;0;1;0;1
1135;12.09;0;1;0;0
1136;12.09;0;1;0;0
1137;12.09;0;1;1;0
1138;12.09;0;0;0;0
1139;12.09;0;1;0;0
1140;12.09;0;1;1;0
1141;12.09;0;0;0;0
1142;12.09;0;2;0;0
1143;12.09;0;0;0;0
1144;12.09;0;1;1;1
1145;12.09;0;2;0;0
1146;12.09;-1;2;0;1
1147;12.09;0;1;1;0
1148;12.09;1;1;0;1
1149;12.09;0;0;0;0
1150;12.09;0;1;0;1
1151;12.09;0;1;0;0
1152;12.09;0;1;1;1
1153;12.09;0;2;0;0
1154;12.09;0;1;0;0
1155;12.09;0;0;0;1
1156;12.09;0;1;0;0
1157;12.09;0;1;0;0
1158;12.09;0;1;0;1
1159;12.09;0;1;0;0
1160;12.09;0;0;0;1
1161;12.09;0;1;0;0
1162;12.09;-1;1;0;0
1163;12.09;0;0;0;0
1164;12.09;0;2;0;1
1165;12.09;0;0;0;0
1166;12.09;0;1;0;0
1167;12.10;0;1;0;1
1168;12.10;0;0;0;0
1169;12.10;0;1;0;1
1170;12.10;0;1;1;0
1171;12.10;0;1;0;0
1172;12.10;0;1;0;0
1173;12.10;0;0;0;0
1174;12.10;0;1;0;0
1175;12.10;0;0;1;0
1176;12.10;-1;1;0;0
1177;12.10;0;1;0;0
1178;12.10;0;0;0;0
1179;12.10;0;1;1;0
1180;12.10;0;0;0;0
1181;12.10;0;1;1;0
1182;12.10;0;1;0;0
1183;12.10;0;0;1;2
1184;12.10;0;1;1;0
1185;12.10;0;0;0;1
1186;12.10;0;1;1;1
1187;12.10;0;1;0;0
1188;12.10;0;0;1;1
1189;12.10;0;1;1;1
1190;12.10;1;1;1;0
1191;12.10;0;0;1;1
1192;12.10;0;1;1;1
1193;12.10;0;0;1;0
1194;12.10;0;0;1;1
1195;12.10;0;1;0;0
1196;12.10;0;0;1;2
1197;12.10;0;0;0;0
1198;12.11;0;1;1;1
1199;12.11;1;1;2;1
1200;12.11;0;1;0;0
1201;12.11;0;0;1;1
1202;12.11;0;0;1;1
1203;12.11;0;0;0;1
1204;12.11;0;0;1;1
1205;12.11;0;1;0;1
1206;12.11;0;0;0;1
1207;12.11;-1;0;2;1
1208;12.11;0;1;1;2
1209;12.11;0;1;1;1
1210;12.11;0;0;1;0
1211;12.11;0;0;0;1
1212;12.11;0;1;1;1
1213;12.11;0;0;0;0
1214;12.11;0;0;1;1
1215;12.11;0;0;0;0
1216;12.11;0;0;0;1
1217;12.11;0;0;1;1
1218;12.11;0;0;0;0
1219;12.11;0;-1;0;1
1220;12.11;0;0;0;0
1221;12.11;0;0;1;0
1222;12.11;-1;0;0;1
1223;12.11;0;0;1;0
1224;12.11;0;-1;1;0
1225;12.11;0;0;0;1
1226;12.11;-1;-1;2;0
1227;12.11;0;0;1;1
1228;12.12;0;0;1;0
1229;12.12;0;-1;1;1
1230;12.12;0;0;0;1
1231;12.12;0;-1;2;0
1232;12.12;0;0;1;0
1233;12.12;0;0;1;1
1234;12.12;0;-1;1;1
1235;12.12;-1;0;1;0
1236;12.12;0;-1;1;0
1237;12.12;0;0;1;0
1238;12.12;0;0;2;0
1239;12.12;0;-1;1;0
1240;12.12;0;0;1;0
1241;12.12;0;-1;1;0
1242;12.12;0;0;2;-1
1243;12.12;0;0;1;0
1244;12.12;0;-1;1;-1
1245;12.12;0;0;2;-1
1246;12.12;0;-1;1;-1
1247;12.12;0;-1;2;0
1248;12.12;0;0;1;-1
1249;12.12;0;-1;1;0
1250;12.12;0;0;2;-1
1251;12.12;0;0;1;-1
1252;12.12;0;-1;3;-1
1253;12.12;0;-1;1;-1
1254;12.12;0;0;2;0
1255;12.12;0;0;1;0
1256;12.12;0;-1;2;0
1257;12.12;0;0;1;-1
1258;12.13;0;-1;1;0
1259;12.13;0;0;2;0
1260;12.13;0;-1;1;0
1261;12.13;0;0;1;0
1262;12.13;0;-1;1;0
1263;12.13;0;0;1;0
1264;12.13;0;-1;0;0
1265;12.13;0;0;1;0
1266;12.13;0;-1;0;-1
1267;12.13;0;0;0;0
1268;12.13;0;-1;0;0
1269;12.13;0;0;0;0
1270;12.13;0;0;0;-1
1271;12.13;0;-1;-1;-3
1272;12.13;0;0;0;0
1273;12.13;0;-1;0;-1
1274;12.13;0;0;-1;-1
1275;12.13;0;0;0;0
1276;12.13;0;-1;-1;-2
1277;12.13;0;0;0;0
1278;12.13;0;0;-1;-1
1279;12.13;0;-1;0;-1
1280;12.13;0;0;0;0
1281;12.13;1;0;-1;-1
1282;12.13;0;-1;0;-1
1283;12.13;0;0;0;-1
1284;12.13;0;-1;0;0
1285;12.13;0;0;-1;-3
1286;12.13;0;0;0;-1
1287;12.13;0;-1;0;-1
1288;12.13;0;0;0;0
1289;12.13;0;0;0;0
1290;12.14;0;-1;0;0
1291;12.14;0;0;-1;-1
1292;12.14;1;-1;0;0
1293;12.14;0;0;0;0
1294;12.14;0;0;-1;0
1295;12.14;0;-1;0;-1
1296;12.14;0;0;-1;0
1297;12.14;0;-1;-1;0
1298;12.14;0;0;-1;-1
1299;12.14;0;-1;-1;0
1300;12.14;0;0;-1;0
1301;12.14;0;0;0;-1
1302;12.14;0;-1;-1;0
1303;12.14;0;0;0;-1
1304;12.14;0;0;-1;-1
1305;12.14;0;-1;-1;-1
1306;12.14;0;0;0;-1
1307;12.14;0;0;0;0
1308;12.14;1;-1;-1;-1
1309;12.14;0;0;0;0
1310;12.14;0;-1;0;0
1311;12.14;0;0;0;0
1312;12.14;0;-1;-1;0
1313;12.14;0;0;0;0
1314;12.14;0;0;0;0
1315;12.14;0;-1;1;0
1316;12.14;1;0;0;0
1317;12.14;0;0;0;0
1318;12.14;0;-1;1;0
1319;12.14;0;0;0;0
1320;12.15;0;0;0;0
1321;12.15;0;-1;1;0
1322;12.15;0;0;0;1
1323;12.15;1;0;0;0
1324;12.15;0;-1;1;0
1325;12.15;0;0;1;1
1326;12.15;0;0;0;0
1327;12.15;0;-1;1;1
1328;12.15;0;0;1;0
1329;12.15;0;0;1;1
1330;12.15;0;-1;1;0
1331;12.15;0;0;1;1
1332;12.15;1;0;1;0
1333;12.15;0;-1;2;0
1334;12.15;0;0;1;0
1335;12.15;0;-1;2;0
1336;12.15;0;0;1;0
1337;12.15;0;0;1;0
1338;12.15;0;-1;1;0
1339;12.15;0;0;2;0
1340;12.15;0;0;1;0
1341;12.15;0;-1;1;0
1342;12.15;0;0;1;-1
1343;12.15;0;0;1;-1
1344;12.15;1;0;1;-1
1345;12.15;0;-1;2;-1
1346;12.15;0;0;2;-1
1347;12.15;0;0;1;-1
1348;12.15;0;0;1;-1
1349;12.15;0;-1;1;-2
1350;12.16;0;0;1;-1
1351;12.16;0;0;1;-1
1352;12.16;0;0;1;-1
1353;12.16;0;-1;2;-1
1354;12.16;1;0;1;-1
1355;12.16;0;0;1;-1
1356;12.16;0;-1;1;-1
1357;12.16;0;0;1;-2
1358;12.16;0;0;1;-1
1359;12.16;0;0;1;-1
1360;12.16;0;0;1;-2
1361;12.16;0;-1;1;-1
1362;12.16;1;0;1;-2
1363;12.16;0;0;1;-2
1364;12.16;0;0;1;-1
1365;12.16;0;0;1;-2
1366;12.16;0;-1;1;-1
1367;12.16;1;0;1;-2
1368;12.16;0;0;1;-1
1369;12.16;0;0;1;-1
1370;12.16;0;0;1;-1
1371;12.16;1;-1;1;-1
1372;12.16;0;0;1;-1
1373;12.16;0;0;1;-1
1374;12.16;0;0;0;-2
1375;12.16;0;0;1;-1
1376;12.16;1;0;1;-1
1377;12.16;0;-1;0;-2
1378;12.16;0;0;1;-1
1379;12.16;1;0;1;-1
1380;12.16;0;0;1;-1
1381;12.17;0;0;1;-2
1382;12.17;1;0;1;-2
1383;12.17;0;0;1;-2
1384;12.17;1;0;1;-1
1385;12.17;0;-1;1;-1
1386;12.17;1;0;2;-1
1387;12.17;0;0;1;-1
1388;12.17;1;0;2;-1
1389;12.17;0;0;1;0
1390;12.17;1;0;1;0
1391;12.17;0;0;1;0
1392;12.17;1;0;2;-1
1393;12.17;0;0;1;0
1394;12.17;1;-1;1;0
1395;12.17;0;0;1;0
1396;12.17;1;0;2;0
1397;12.17;0;0;2;0
1398;12.17;1;0;1;0
1399;12.17;0;0;1;0
1400;12.17;1;0;2;0
1401;12.17;0;0;1;1
1402;12.17;1;0;1;0
1403;12.17;0;0;2;1
1404;12.17;1;0;0;1
1405;12.17;0;0;1;0
1406;12.17;1;0;2;0
1407;12.17;0;0;1;1
1408;12.17;1;0;1;1
1409;12.18;0;0;1;0
1410;12.18;1;0;2;1
1411;12.18;1;0;1;1
1412;12.18;0;0;1;1
1413;12.18;1;0;1;0
1414;12.18;0;0;1;1
1415;12.18;1;0;1;0
1416;12.18;0;0;1;1
1417;12.18;1;0;1;0
1418;12.18;0;0;1;0
1419;12.18;1;0;1;1
1420;12.18;1;0;1;0
1421;12.18;1;0;1;0
1422;12.18;0;0;0;1
1423;12.18;0;0;1;1
1424;12.18;0;0;1;0
1425;12.18;1;0;0;1
1426;12.18;0;0;1;0
1427;12.18;0;0;0;1
1428;12.18;0;0;1;1
1429;12.18;0;0;0;1
1430;12.18;0;0;0;1
1431;12.18;0;0;1;1
1432;12.18;0;-1;0;1
1433;12.18;1;0;0;1
1434;12.18;0;0;0;2
1435;12.18;0;0;0;1
1436;12.18;0;0;1;2
1437;12.18;0;-1;0;3
1438;12.18;0;0;0;1
1439;12.18;1;0;1;2
1440;12.19;0;0;0;2
1441;12.19;0;0;1;2
1442;12.19;1;-1;1;2
1443;12.19;0;0;0;2
1444;12.19;1;0;2;2
1445;12.19;0;-1;0;2
1446;12.19;0;0;1;2
1447;12.19;1;0;0;0
1448;12.19;0;0;0;1
1449;12.19;0;0;1;2
1450;12.19;1;0;0;2
1451;12.19;0;-1;0;1
1452;12.19;1;0;0;2
1453;12.19;0;0;1;1
1454;12.19;1;0;0;1
1455;12.19;0;0;0;1
1456;12.19;1;0;0;1
1457;12.19;0;0;1;1
1458;12.19;1;-1;0;1
1459;12.19;1;0;0;1
1460;12.19;1;0;0;0
1461;12.19;1;0;0;1
1462;12.19;2;0;0;0
1463;12.19;1;0;1;0
1464;12.19;1;0;0;1
1465;12.19;1;0;0;0
1466;12.19;1;0;1;1
1467;12.19;1;0;1;0
1468;12.19;0;0;0;1
1469;12.19;1;0;1;0
1470;12.20;2;0;1;1
1471;12.20;1;0;1;0
1472;12.20;2;0;0;0
1473;12.20;1;0;1;0
1474;12.20;2;0;1;0
1475;12.20;2;0;1;0
1476;12.20;1;0;1;0
1477;12.20;1;0;0;-1
1478;12.20;1;0;1;0
1479;12.20;2;0;2;-1
1480;12.20;1;1;1;0
1481;12.20;2;0;1;0
1482;12.20;0;0;0;0
1483;12.20;2;0;2;0
1484;12.20;2;0;0;1
1485;12.20;2;0;1;0
1486;12.20;4;1;1;1
1487;12.20;3;0;1;0
1488;12.20;1;0;0;1
1489;12.20;2;0;0;0
1490;12.20;2;1;0;1
1491;12.20;3;0;1;0
1492;12.20;1;0;0;0
1493;12.20;2;0;1;1
1494;12.20;2;1;1;0
1495;12.20;2;0;1;1
1496;12.20;2;1;1;1
1497;12.20;4;0;1;0
1498;12.20;4;1;2;1
1499;12.20;5;1;1;2
1500;12.20;4;0;0;1
1501;12.21;4;1;1;0
1502;12.21;4;1;1;2
1503;12.21;3;1;0;1
1504;12.21;3;1;1;1
1505;12.21;3;1;0;1
1506;12.21;2;0;1;0
1507;12.21;4;1;0;1
1508;12.21;4;1;1;1
1509;12.21;3;1;0;1
1510;12.21;5;1;1;2
1511;12.21;2;1;0;1
1512;12.21;3;1;0;2
1513;12.21;4;1;0;1
1514;12.21;6;1;1;1
1515;12.21;5;2;0;1
1516;12.21;4;1;0;1
1517;12.21;6;1;0;1
1518;12.21;6;2;0;1
1519;12.21;6;1;1;1
1520;12.21;5;1;0;0
1521;12.21;5;2;1;1
1522;12.21;4;1;0;1
1523;12.21;5;2;1;1
1524;12.21;6;2;1;1
1525;12.21;5;3;1;0
1526;12.21;1;0;0;1
1527;12.21;4;2;1;0
1528;12.21;3;1;0;1
1529;12.21;9;4;1;0
1530;12.21;3;1;0;1
1531;12.22;4;2;1;1
1532;12.22;5;1;0;0
1533;12.22;3;2;0;1
1534;12.22;4;2;1;1
1535;12.22;3;1;0;0
1536;12.22;3;2;0;1
1537;12.22;4;1;0;0
1538;12.22;3;2;0;0
1539;12.22;1;1;0;1
1540;12.22;-1;2;1;0
1541;12.22;-1;2;0;1
1542;12.22;-1;2;0;0
1543;12.22;0;2;0;0
1544;12.22;0;1;0;1
1545;12.22;0;2;0;0
1546;12.22;0;1;0;1
1547;12.22;0;1;0;1
1548;12.22;0;1;0;0
1549;12.22;0;1;1;1
1550;12.22;0;1;0;2
1551;12.22;0;1;0;0
1552;12.22;-1;1;0;1
1553;12.22;0;1;1;2
1554;12.22;-4;1;0;0
1555;12.22;-7;1;1;1
1556;12.22;-7;1;0;0
1557;12.22;-8;0;0;0
1558;12.22;-4;1;0;-1
1559;12.22;-7;0;0;-1
